files changed,insertions(+),deletions(-)
3,13,6
20,647,150
6,47,9
10,60,9
4,0,8
1,20,0
1,20,0
5,427,1
2,2,2
2,2,2
1,23,2
1,9,3
10,676,0
1,10,0
1,1,1
0
3,3,3
11,286,20
11,226,5
8,395,0
5,15,14
1,5,2
2,7,1
1,3,3
1,1,1
1,4,2
1,7,0
1,66,6
3,346,165
4,233,0
4,119,0
4,197,1
1,21,3
7,54,29
1,4,2
2,10,6
1,1,1
1,19,1
1,6,1
1,10,0
1,4,0
2,8,3
3,13,1
2,4,3
2,72,17
3,8,12
3,192,0
1,9,13
1,9,11
1,1,1
20,277,268
1,4,10
1,3,3
9,26,22
5,180,3
6,62,12
3,152,2
2,2,14
4,21,27
2,19,18
15,148,427
10,94,133
1,1,1
24,242,243
4,109,0
5,233,1
4,32,1
2,46,25
1,32,37
1,41,0
5,38,10
1,1,1
16,70,42
2,5,5
8,8,8
2,7,7
1,15,0
4,4,4
1,2,0
1,14,0
1,122,10
2,2,1
1,5,7
22,397,268
2,16,0
6,122,12
3,75,5
3,14,8
1,1,1
2,2,4
1,1,1
3,8,4
7,60,30
3,61,0
1,5,0
4,4,4
1,61,0
1,0,3
1,0,1
20,980,286
5,228,9
12,854,3
5,100,50
5,208,5
6,218,41
6,349,0
2,0,8
1,78,0
21,952,234
3,21,1
3,84,1
1,1,1
1,2,2
3,44,1
1,0,11
5,167,1
2,244,0
2,11,29
13,335,77
5,213,3
1,8,2
6,190,2
1,19,0
5,14,30
3,3,1
26,1139,90
2,8,5
5,64,2
1,1,0
3,67,3
1,23,24
1,1,1
6,54,49
1,13,12
1,0,0
4,272,28
4,0,0
7,408,6
3,30,0
1,96,6
1,92,2
5,206,3
4,282,59
2,74,23
2,435,2
14,354,350
10,200,267
2,54,54
2,3,1
1,7,1
1,0,4
3,42,17
2,245,0
3,145,0
1,6,6
1,1,2
1,1,4
23,738,6
3,3,11
1,39,38
19,679,17
1,1,1
7,394,0
2,11,0
1,4,6
10,22,18
3,168,7
1,13,29
7,139,142
12,140,49
4,17,6
8,92,80
2,127,2
6,177,35
7,297,8
5,92,14
5,266,3
1,3,3
18,752,445
3,336,4
14,541,3
1,10,10
1,1,1
3,35,6
10,43,20
13,178,140
1,19,16
4,196,2
1,3,0
4,11,9
4,15,18
11,339,2
1,1,1
1,1,1
1,1,1
2,156,283
1,2,0
1,19,30
1,0,14
1,4,5
2,94,98
3,9,2
26,1424,100
1,0,6
1,0,1
19,370,30
1,2,0
1,18,39
1,0,0
1,12,7
1,1,1
12,638,456
4,63,56
2,217,0
13,87,58
3,3,4
8,256,5
1,1,1
1,7,3
9,478,634
1,1,1
3,37,59
9,533,12
12,203,212
2,112,7
4,50,17
3,287,2
15,836,14
1,5,4
1,2,1
1,2,0
1,0,17
2,41,12
2,20,4
7,163,75
2,19,16
3,17,9
12,0,0
5,14,13
2,6,4
2,1,5
12,555,7
3,29,2
2,42,35
1,0,8
5,313,1
41,2461,20
7,22,12
1,6,2
1,1,1
2,10,3
3,7,1
1,201,0
1,1,1
4,126,6
3,188,134
3,85,19
2,4,0
2,21,13
2,30,13
8,933,24
2,41,28
12,257,27
17,1185,303
3,208,0
3,36,18
1,2,3
1,10,5
1,2,1
18,1152,7
4,204,46
4,36,28
10,26,10
1,2,2
4,14,15
8,0,67
1,11,0
1,3,5
10,222,96
1,3,0
29,1121,249
5,60,41
6,368,0
3,55,38
1,16,11
1,16,11
10,397,9
4,0,0
16,2205,56
1,9,3
1,22,6
1,1,1
2,2,3
1,51,19
1,1,0
1,5,1
2,39,28
1,6,0
1,7,0
1,35,0
1,2,0
1,0,0
4,653,443
2,42,4
12,19,631
21,751,45
5,0,9
2,12,10
6,203,29
1,1,1
2,12,6
2,223,1
2,262,5
1,21,23
8,236,97
1,6,3
12,1103,27
37,2289,6
3,248,4
2,258,1
3,234,4
1,11,2
5,62,41
1,1,0
4,272,4
0
61,124,240
6,114,10
30,753,558
2,2,2
1,29,12
1,0,0
1,19,1
16,520,10
1,4,3
27,772,767
0
2,102,6
74,3750,0
3,251,85
2,238,3
2,24,15
5,15,47
9,619,0
2,56,23
1,4,7
1,2,3
5,233,85
1,1,1
1,2,2
8,140,182
7,269,75
2,36,1
82,2754,1926
10,359,42
2,74,19
1,0,10
1,2,0
1,73,0
3,16,2
1,23,10
1,34,25
0
1,0,0
5,52,12
1,0,2
1,7,0
1,0,18
6,180,11
12,369,186
3,23,29
23,1316,1081
0
3,108,0
1,1,1
3,47,40
2,39,0
1,2,0
1,32,0
1,67,21
1,8,2
4,127,15
8,474,36
1,6,0
3,322,1
5,693,0
3,49,5
1,2,0
3,40,3
1,1,1
1,8,7
66,1272,1377
1,0,13
1,4,20
1,1,1
1,0,2
5,60,5
6,18,67
2,6,2
6,15,15
1,3,2
2,81,16
1,2,0
3,14,4
1,2,3
5,258,16
1,2,1
1,0,0
18,1337,981
1,1,1
1,7,0
2,17,87
1,1,0
70,1295,1
1,12,27
1,266,34
5,619,4
1,0,0
1,1,1
2,4,27
1,1,1
1,1,1
5,82,55
2,106,13
1,5,3
2,4,5
1,0,1
6,182,41
1,79,6
3,71,14
1,20,19
2,32,6
18,835,106
19,1335,82
2,5,32
3,47,19
20,1084,320
2,30,0
2,42,3
7,111,2
1,0,0
9,17,13
4,159,0
1,6,6
119,4,4
31,616,511
39,1,24
4,6,22
12,752,106
1,15,16
1,3,4
2,6,2
1,0,1
2,32,1
18,384,65
1,2,0
1,0,2
4,105,60
1,1,1
1,12,12
7,142,21
9,567,12
18,1326,31
1,56,8
0
1,6,6
9,538,2
1,6,6
2,4,4
390,1744,1017
1,1,0
46,1665,656
5,71,3
3,70,1
2,8,0
4,209,29
2,227,8
1,0,1
4,64,35
1,1,0
4,425,33
1,3,3
8,699,0
3,67,9
10,195,7
9,601,0
1,2,2
8,284,135
2,14,4
2,77,3
1,18,4
3,120,48
2,77,1
1,6,1
4,45,10
1,3,3
1,0,2
4,15,9
2,1,4
2,130,44
6,346,1
5,159,55
1,8,9
1,1,1
1,39,3
11,694,36
2,142,3
0
4,109,2
2,86,53
3,25,35
2,3,4
2,110,1
73,6821,8
1,9,7
6,222,76
1,10,0
3,86,42
22,0,22
48,2406,53
1,1,1
2,14,5
1,31,27
1,30,33
1,4,4
3,273,7
1,1,1
6,296,14
2,4,7
13,296,42
2,12,13
5,164,0
1,0,4
1,0,1
3,28,27
1,20,1
1,0,1
2,2,2
3,30,0
3,139,37
9,39,32
1,1,0
9,107,0
1,1,1
1,2,2
2,5,10
1,4,1
1,1,2
4,95,23
2,102,65
4,83,9
19,2693,40
1,1,1
1,8,4
1,0,3
6,569,3
1,147,135
2,13,4
8,386,9
7,552,201
7,237,3
7,320,4
8,41,7
15,279,348
4,109,5
2,26,3
8,1759,667
9,101,135
5,85,90
17,337,202
8,46,43
10,66,39
2,13,0
1,121,137
25,1455,255
1,7,1
3,3,3
5,122,5
1,1,1
3,10,2
1,19,19
5,57,1
1,43,41
1,12,2
1,37,13
2,92,2
7,145,10
7,8,7
11,20,3
25,52,23
1,3,1
3,3,2
2,22,2
2,40,5
16,991,24
5,126,4
1,1,0
3,33,7
5,285,133
1,1,1
4,25,15
5,54,2
5,65,9
7,5,156
4,522,21
3,8,10
5,48,4
1,3,6
1,6,0
10,0,0
4,38,46
5,267,4
2,2,2
4,0,0
2,2,0
1,9,1
2,9,5
1,14,0
9,1013,1
5,1680,0
2,46,0
4,44,45
1,5,0
11,0,0
1,15,2
9,52,55
1,2,2
1,2,1
32,3655,339
1,105,5
4,65,34
2,3,2
1,1,0
1,34,0
175,476,275
5,0,0
1,16,38
2,12,10
1,6,1
7,253,5
3,159,25
5,209,3
6,139,39
2,7,2
1,1,1
43,1074,805
2,44,0
1,59,21
4,44,9
43,989,136
6,573,0
1,0,0
1,1,0
1,31,0
22,1166,896
1,24,1
38,0,0
1544,0,0
80,2624,181
1,0,1
1,2,2
4,451,106
1,2,3
1,12,0
11,292,50
12,195,178
1,2,2
1,0,2
15,420,66
1,3,3
1,21,17
2,362,0
1,2,0
22,33,101
3,69,13
2,5,1
18,1389,3
1,7,0
4,91,0
2,18,2
7,700,3
1,22,0
19,155,57
6,45,3
5,251,1
9,97,16
1,8,2
2,31,5
21,251,49
5,381,1
3,11,0
5,20,0
2,4,2
10,241,210
29,3554,5173
1,1,1
3,47,10
1,0,1
1,12,15
16,297,80
14,314,24
2,8,4
2,2,2
37,3333,6
3,43,0
1,4,0
1,0,1
2,3,2
2,29,2
3,2,12
4,69,32
4,95,4
1,15,6
77,7531,13
10,523,18
3,1,220
1,0,3
13,612,17
1,3,3
1,0,4
1,3,0
2,23,4
1,5,6
7,98,4
2,10,0
1,13,2
3,34,6
1,18,24
3,3,3
2,6,1
1,7,5
12,646,6
2,0,108
1,1,1
10,239,112
2,30,40
4,13,16
1,4,0
3,81,0
1,33,10
1,1,1
1,15,6
32,6265,110
7,284,14
4,54,4
9,674,12
8,715,7
2,24,7
2,2,2
5,428,2
4,815,0
1,9,2
12,502,34
1,20,3
1,6,5
1,1,0
1,0,1
4,199,3
4,18,14
16,1089,9
4,23,23
2,0,20
3,269,0
10,727,16
1,9,2
1,147,0
14,797,39
1,2,1
13,797,88
1,2,0
1,73,17
1,2,2
10,143,27
1,0,1
1,3,1
2,6,1
1,5,4
3,3,1
1,9,7
1,27,5
4,348,0
1,4,4
1,8,7
6,81,10
2,14,4
4,8,8
1,2,2
1,38,1
4,82,38
3,33,16
2,79,8
7,217,0
5,169,8
6,159,0
6,154,131
3,47,1
5,311,0
12,406,14
9,136,23
1,1,0
3,57,3
11,587,37
1,5,0
1,9,4
2,20,5
14,516,180
1,7,3
6,187,99
3,36,10
7,135,29
5,167,68
9,18,303
1,2,2
5,81,41
2,3,3
3,74,3
1,4,4
1,57,9
11,327,26
1,5,2
1,8,3
61,3165,1608
1,17,2
1,5,1
8,354,11
3,25,8
4,226,3
1,74,0
1,3,3
1,3,3
2,192,1094
3,2,87
1,3,1
1,55,21
1,6,0
2,53,9
1,13,2
1,32,11
2,106,0
36,2452,17
1,0,1
21,801,40
5,263,4
3,3,3
3,101,15
1,1,1
9,63,50
11,509,17
3,90,2
1,1,1
10,828,0
1,0,1
1,12,2
1,9,6
3,34,15
5,79,2
1,9,0
1,47,0
11,305,42
30,1594,27
2,2,2
6,0,0
7,754,7
1,9,0
19,297,0
5,14,16
1,47,0
10,530,25
1,67,0
1,0,1
3,1465,1240
1,0,4
10,217,23
5,353,222
1,13,5
2,92,9
2,83,35
9,325,82
2,9,129
10,343,2
9,23,97
1,3,1
12,173,78
1,3,1
0
5,132,3
7,595,0
2,39,0
8,493,2
1,187,0
6,395,0
2,158,0
4,22,13
3,22,6
1,2,2
4,63,5
1,2,2
7,499,13
29,307,111
6,408,45
13,2202,6
8,446,0
14,14,14
4,104,10
9,925,0
24,114,28
26,443,68
2,28,3
1,193,21
3,51,1
1,1,1
3,20,4
1,9,8
8,449,53
14,180,150
10,671,1
24,1817,11
37,468,224
7,44,437
1,4,5
7,437,44
99,5710,2
6,435,1
14,14,14
2,17,1
2,6,1
2,5,4
5,191,247
6,117,10
1,0,16
1,2,1
1,0,0
3,177,204
1,7,3
1,3,0
15,248,3
4,43,4
5,11,6
6,73,123
4,251,3
7,100,134
2,77,1
8,286,54
1,1,1
5,0,0
5,17,1
2,237,2
2,8,2
1,1,1
1,5,5
1,4,4
5,282,0
10,50,36
19,68,67
2,15,4
36,233,196
19,93,102
73,460,433
2,36,9
14,17,17
3,6,35
2,3,15
5,91,2
3,3,12
1,1,9
1,3,2
3,20,0
11,806,4
2,246,148
6,411,1
1,1,0
2,52,0
4,99,4
3,20,20
2,16,26
3,11,5
1,20,0
1,0,0
3,98,22
2,18,16
6,414,16
1,2,1
2,72,1
4,150,3
5,314,5
2,5,4
1,5,1
18,565,77
3,0,36
1,3,1
1,5,3
2,55,1
7,57,34
1,1,13
1,2,0
1,5,1
1,37,0
2,2,1
1,1,1
2,4,3
1,6,3
1,37,21
4,343,0
3,7,3
1,55,0
1,16,1
2,36,19
3,57,2
1,8,0
1,1,0
4,179,1
10,362,31
1,1,1
2,8,2
1,227,66
6,116,5
4,7,9
1,12,3
1,10,0
4,294,0
2,11,3
1,13,0
9,422,52
1,4,0
2,451,3
3,0,27
3,272,0
4,9,2
3,24,16
1,0,1
8,58,25
12,21,21
1,5,5
8,106,14
4,45,28
1,0,1
15,762,7
1,1,2
8,947,7
3,69,4
2,3,1
1,13,0
1,1,1
3,326,0
3,66,0
1,71,5
9,510,13
1,1,1
9,1087,0
1,2,1
1,7,2
1,2,1
2,18,5
1,36,0
5,210,1
12,963,33
2,6,2
1,1,1
1,0,1
1,1,2
1,17,3
1,14,3
2,36,0
2,378,0
3,148,4
1,1,1
6,182,31
2,11,10
1,14,0
8,795,80
1,131,0
1,15,11
6,281,2
3,38,4
3,13,17
3,208,0
3,42,13
1,1,1
1,18,0
28,2065,1
5,387,5
1,1,1
7,387,0
1,21,5
14,17,17
2,4,5
3,14,0
1,3,6
1,7,1
1,4,4
13,33,32
1,77,77
1,7,0
2,3,3
3,217,1
3,41,9
5,90,0
11,858,2
1,6,9
10,191,28
1,18,0
5,138,2
9,523,2
11,692,4
2,3,2
3,3,14
1,1995,1296
1,1,1
5,17,7
3,0,0
1,14,5
1,3,0
1,4,1
2,17,2
3,80,0
1,0,2
1,2,0
1,1,1
5,441,2
2,10,7
3,216,13
4,30,3
1,3,2
1,21,37
1,4,1
2,26,8
3,38,13
1,4,1
2,53,1
4,277,8
5,155,7
2,883,7
1,4,3
1,30,29
1,11,4
12,408,50
17,542,83
3,0,7
1,24,2
2,944,6
1,9,0
16,453,30
3,13,6
3,103,0
6,249,3
1,50,3
10,527,111
4,247,2
3,244,0
2,119,52
2,0,14
1,3,3
1,1,1
3,893,188
2,23,6
1,8,1
2,59,1
1,12,0
2,37,1
12,321,19
7,521,1
1,1,1
2,35,4
13,8225,0
5,79,21
2,23,12
4,60,15
5,20,5
4,271,78
1,2,1
7,183,5
3,17,9
1,2,2
5,165,50
14,194,262
2,2,2
2,4,0
3,39,5
8,461,1
1,8,0
1,2,1
3,19,2
1,2,1
3,17,18
1,3,3
4,91,15
2,54,16
6,57,3
2,2,2
7,44,17
11,254,35
6,146,5
2,13,0
1,1,0
3,55,71
1,1,1
1,23,6
5,783,0
1,3,1
1,4,0
1,5,1
2,33,6
2,8,1
4,11,18
1,9,6
1,31,0
3,16,14
2,35,8
1,17,0
1,3,1
4,284,1
1,1,1
1,1,1
1,2,1
1,10,4
3,192,0
1,1,1
1,70,20
1,3,1
3,4,3
1,11,7
1,0,3
1,2,2
2,6,0
1,7,4
2,0,2
3,100,2
5,225,10
2,7,5
2,24,10
2,9,3
17,1398,98
17,78,18
1,2,2
1,1,1
18,473,104
1,1,1
9,163,53
1,10,6
1,3,3
1,9,1
1,7,0
1,2,1
2,9,6
1,4,4
1,30,0
3,197,0
8,127,8
1,2,2
14,14,14
1,7,0
2,9,4
1,2,0
1,1,1
1,18,8
1,10,5
1,0,6
7,324,0
1,1,2
1,6,6
1,3,3
2,4,4
3,83,1
1,0,3
1,1,0
88,645,7774
1,4,8
1,14,4
1,6,4
1,4,2
4,7,8
3,33,8
1,0,12
1,1,2
1,1,1
1,2,2
1,19,0
2,4,4
3,106,4
1,13,2
3,54,0
12,5,35
2,8,2
5,206,1
1,17,8
1,1,1
2,2,2
1,1,1
4,172,192
1,2,2
1,1,3
2,4,2
2,116,2
1,2,1
3,45,2
2,21,0
1,1,1
1,0,0
4,171,1
1,12,20
3,113,2
1,61,1
1,3,0
1,1,0
3,3,3
1,14,3
4,4,5
3,22,0
23,182,1227
22,125,973
103,335,271
1,2,10
1,12,4
1,0,19
2,0,79
2,0,6
1,2,5
695,82831,447
1,18,0
1,2,2
1,10,14
2,4,3
1,40,0
10,92,21
1,0,1
1,3,4
1,10,1
2,32,6
1,14,0
24,1505,51
3,190,0
1,6,5
2,19,3
2,102,35
3,59,3
3,32,2
1,0,0
1,29,24
17,194,195
1,1,0
1,1,1
1,0,1
38,5383,0
1,0,0
2,25,22
12,519,4
5,215,0
1,5,1
1,27,11
2,14,2
1,27,6
1,2,4
4,47,56
4,10,0
2,34,3
1,6,3
2,27,14
11,577,28
2,105,8
6,64,18
6,278,1
3,139,6
2,88,4
1,2,2
1,0,1
1,1,2
1,5,0
3,4,19
1,2,2
1,4,3
2,33,31
1,16,11
1,19,0
10,139,10
2,53,0
19,486,125
10,567,4
1,13,1
1,3,1
6,190,10
2,13,0
4,127,3
1,5,2
1,7,2
2,6,1
2,1,18
2,4,4
1,18,0
14,517,91
9,162,2
30,1000,47
1,4,0
1,4,0
1,1,1
2,97,37
1,6,3
1,47,35
1,9,1
1,1,1
1,4,0
1,4,0
1,1,8
1,0,15
7,80,60
1,7,0
1,0,0
5,104,3
1,1,1
1,5,0
10,410,1
1,0,0
1,5,1
1,33,17
1,17,1
1,8,2
1,20,0
2,164,0
1,3,2
2,31,0
4,70,4
1,3,0
1,2,1
1,1,0
1,1,1
1,110,197
1,24,11
1,1,1
2,55,5
1,1,1
1,5,0
1,10,0
41,1844,393
4,68,16
1,0,2
1,5,2
1,5,3
2,81,0
1,1,1
1,1,1
2,36,0
3,114,1
1,28,5
5,10,5
1,2,2
1,3,1
1,29,12
1,1,0
1,0,4
4,53,23
2,100,7
1,2,0
8,346,36
23,629,42
1,1,0
1,26,23
1,0,38
43,3769,64
1,1,0
1,2,2
1,1,1
1,96,0
6,250,2
1,5,4
5,5,685
1,21,1
34,3455,0
2,6,15
1,0,0
1,0,133
1,2,1
1,0,1
8,170,28
1,3,1
1,3,3
3,33,7
2,20,2
3,34,6
1,2,2
1,1,0
2,79,1
3,19,15
1,1,2
1,0,5
1,2,1
4,145,2
1,5,5
1,5,5
3,126,0
3,18,17
1,1,0
1,1,1
5,79,6
1,2,2
1,1,1
1,20,2
1,1,0
14,725,7
6,23,17
4,22,4
1,2,1
1,1,1
1,3,3
1,2,0
1,1,0
2,61,1
2,2,2
1,0,0
1,10,7
1,3,1
1,8,0
1,6,1
7,12,163
15,898,24
1,1,1
1,0,2
2,97,5
1,1,0
1,3,3
1,8,8
1,4,4
1,2,2
2,5,1
10,100,29
1,2,0
1,6,5
1,5,0
1,13,4
9,1093,4
10,194,97
1,4,1
2,28,3
6,49,9
5,60,0
1,3,1
2,35,7
3,84,25
7,126,28
1,1,0
1,51,42
1,1,1
1,1,1
1,2,2
2,47,1
2,19,12
1,1,8
6,88,113
1,1,1
1,2,3
2,17,3
2,21,12
1,1,1
17,1034,11
1,2,0
3,56,1
5,68,8
1,5,5
2,56,1
1,8,3
1,44,22
2,4,3
5,65,12
2,9,6
5,6,49
2,10,0
3,41,6
3,6,3
1,0,2
19,118,205
1,11,1
3,61,1
1,1,0
2,2,2
2,6,4
1,4,3
27,1259,66
42,1036,232
1,1,1
1,4,4
2,29,4
2,19,18
15,15,15
1,2,1
1,1,1
6,78,11
2,2,2
1,1,1
2,52,0
1,0,1
3,0,85
1,2,0
2,2,1
1,11,3
1,1,0
1,3,0
1,13,0
20,51,38
1,4,2
11,131,6
2,10,10
1,1,0
1,4,3
16,166,166
1,1,1
1,7,1
2,17,5
5,177,20
3,28,18
21,132,41
11,377,12
1,0,2
1,0,1
1,8,8
1,0,2
2,2,2
130,2149,1026
1,1,2
4,8,8
1,1,1
1,4,1
1,1,1
1,2,1
16,555,23
5,180,4
1,17,23
1,1,14
1,2,1
1,2,2
2,37,2
1,1,1
26,270,187
1,2,28
1,28,2
1,20,5
1,153,0
31,630,124
1,4,3
1,2,2
2,18,0
2,88,1
5,43,23
1,8,4
1,9,0
1,1,1
1,1,0
3,9,7
1,10,0
1,2,1
1,1,1
1,2,1
2,76,37
10,358,18
6,354,1
2,102,2
1,5,5
1,2,2
1,9,3
11,97,18
1,21,0
1,33,35
1,10,0
1,18,1
2,19,2
1,25,33
3,181,1
13,505,324
4,37,34
1,14,8
1,3,2
1,3,3
4,145,31
1,0,14
1,7,7
6,137,35
1,296,0
8,158,31
64,4113,368
1,1,1
2,12,1
1,0,2
1,59,0
1,87,0
2,102,0
2,0,0
2,0,0
14,49,49
2,12,6
1,20,8
1,1,1
14,0,0
2,97,0
3,146,0
7,142,17
3,120,1
1,1,1
2,61,0
5,268,2
1,1,1
1,6,3
13,1292,0
22,1079,5
1,3,2
12,648,54
6,8,8
1,3,7
1,5,8
1,1,1
1,55,0
1,3,3
1,3,1
2,19,4
1,30,0
1,1,1
1,1,1
1,2,1
12,203,7
1,1,1
2,41,3
99,6,3
89,1658,296
4,20,3
2,49,8
13,2858,24
1,2,0
4,134,48
4,74,16
4,17,13
6,148,30
4,75,6
2,7,0
1,5,0
1,5,0
1,92,0
1,4,4
3,215,2
1,1,1
1,2,0
10,217,151
1,1,1
1,24,3
1,0,1
1,11,3
1,9,2
2,5,0
3,5,5
2,0,161
4,102,6
1,1,1
2,50,0
1,0,0
1,5,0
1,1,0
1,5,0
1,11,0
5,28,4
1,7,0
2,161,0
1,1,1
1,6,6
1,2,2
5,81,7
1,8,2
1,1,1
1,9,5
1,6,10
3,89,2
2,6,2
1,1,1
11,1507,1
1,5,1
1,1,1
2,1,7
1,1,1
2,17,0
15,15,15
1,25,0
1,1,1
15,15,15
1,0,1
0
1,0,1
1,8,2
2,44,1
1,0,0
1,0,78
1,8,142
1,0,1
1,60,30
1,112,0
1,1,0
3,0,261
15,26,22
1,3,24
1,23,2
6,519,8
1,1,1
1,8,1
1,7,0
1,1,1
1,0,2
4,263,0
1,4,3
1,23,3
8,21,12
5,65,50
4,114,0
3,66,0
2,3,4
3,27,9
1,2,1
3,75,42
1,1,1
1,8,0
1,4,4
1,1,0
1,34,3
1,1,1
4,471,147
1,11,12
1,1,1
1,24,4
1,1,1
1,2,1
1,10,2
1,5,3
1,7,0
14,1837,7
3,52,54
2,3,3
2,12,12
3,129,21
1,6,7
1,9,9
1,12,41
1,1,0
1,23,0
1,17,0
1,4,0
1,3,1
1263,16499,12540
2,2,4
3,13,0
19,285,0
1,1,3
9,375,1
17,462,57
6,108,20
1,1,1
1,1,1
1,4,2
2,18,3
1,10,0
15,15,15
2,4,2
1,40,10
1,18,6
6,138,40
1,3,1
2,3,0
2,12,14
9,29,33
1,0,1
4,198,21
2,6,3
5,22,21
2,33,5
1,3,0
2,19,1
1,1,1
13,305,120
2,9,9
6,51,73
1,0,17
1,2,1
3,11,10
1,28,1
1,0,1
3,43,0
1,6,4
1,3,3
2,237,4
2,0,1
1,2,0
5,367,0
3,47,4
1,0,3
4,107,0
35,434,1016
1,1,0
1,0,1
13,94,184
1,1,0
11,63,49
8,211,55
3,19,11
2,10,25
13,211,45
1,10,3
4,79,21
1,0,0
2,127,0
4,12,2
7,175,23
1,2,2
2,12,3
4,170,9
1,1,0
1,0,1
5,225,76
6,111,3
1,2,0
15,243,21
5,174,15
2,46,1
34,67,31
1,3,0
4,265,1
2,10,10
1,3,4
2,12,9
4,34,19
1,2,6
7,157,33
1,1,1
1,3,2
6,9,3
4,3,36
11,0,729
8,49,45
9,29,109
1,10,16
1,4,4
1,1,2
4,37,3
2,11,1
1,25,0
1,2,1
1,3,1
1,4,18
2,9,3
4,52,37
2,20,0
3,8,7
2,43,51
5,50,84
2,56,44
1,5,5
2,79,0
1,0,6
2,2,3
40,40,40
7,159,30
1,13,3
3,4,4
66,0,0
1,14,0
1,321,0
1,4,2
1,8,13
67,4389,0
1,5,1
1,1,0
1,2,2
8,45,21
1,7,18
2,198,0
1,5,2
2,3,5
1,5,5
8,136,24
1,1,1
1,1,1
1,6,7
2,48,0
1,1,1
1,0,1
1,278,0
2,15,9
1,4,0
4,4,4
6,252,6
1,20,0
3,18,17
1,2,2
1,2,2
1,2,2
1,5,0
1,8,0
4,132,126
1,1,0
3,289,0
1,2,1
1,9,1
1,3,3
1,8,0
2,6,6
1,0,1
1,1,0
1,1,1
1,6,4
1,14,2
2,6,4
2,33,4
1,4,2
1,4,0
11,244,4
1,1,1
5,19,10
1,1,1
1,3,3
1,3,0
1,7,2
1,5,2
1,1,0
1,59,0
1,120,0
1,1,1
1,1,1
1,9,0
1,4,0
5,21,3
1,0,4
2,25,9
1,0,6
1,6,6
1,24,0
19,306,22
1,5,4
4,86,6
4,31,21
4,64,57
1,5,17
3,8,22
1,1,1
4,50,1
1,10,1
1,0,1
1,1,1
1,10,7
1,6,2
1,0,3
1,5,2
2,118,2
1,1,0
1,2,2
6,88,5
1,21,0
1,25,0
1,61,0
7,186,50
2,14,5
4,278,1
3,56,4
2,30,4
1,51,11
1,3,0
1,2,0
1,1,1
1,1,1
1,2,1
4,123,16
16,770,460
1,1,1
1,3,1
1,3,3
11,178,81
3,9,3
1,2,2
1,1,1
1,39,1
1,4,5
1,4,2
1,3,3
7,156,4
1,15,0
3,156,79
1,6,2
1,9,1
1,35,3
1,3,2
1,3,0
1,24,0
2,4,1
1,1,0
1,72,12
2,3,1
1,15,0
1,44,4
41,3139,2674
1,1,1
1,9,5
1,8,4
1,11,1
1,24,3
0
2,0,0
1,5,1
1,3,1
3,22,4
1,1,1
2,86,6
1,1,1
2,6,9
1,4,2
1,1,0
1,4,2
1,0,15
1,20,12
1,12,19
1,1,3
1,0,2
2,27,4
1,1,1
1,170,0
1,9,2
1,14,0
1,23,0
2,28,0
3,21,4
1,0,1
1,0,9
7,412,4
1,19,9
7,51,5
1,39,5
1,7,0
5,31,39
4,42,0
39,272,89
1,9,0
2,6,7
7,0,12
2,2,2
12,12,12
12,12,12
1,0,3
12,12,12
1,1,1
1,3,1
1,1,0
37,37,0
1,2,1
1,0,1
141,2084,42
1,1,1
10,10,130
3,29,19
1,32,26
13,13,13
1,8,0
1,1,0
1,12,5
1,3,3
3,269,71
3,42,96
2,130,0
1,2,1
2,25,78
5,164,4
9,153,142
13,13,13
1,15,0
9,424,122
4,32,8
1,16,1
1,1,1
1,6,0
1,0,1
4,13,13
1,8,2
1,1,1
40,1556,148
5,59,2
1,2,2
1,201,18
4,117,22
1,15,0
1,2,28
1,22,20
44,0,89
3,245,1
1,4,4
3,45,0
9,350,1
5,74,175
2,3,2
1,1,1
1,3,4
1,6,3
1,8,10
6,629,4
1,2,2
1,66,2
1,10,5
5,21,0
1,1,0
1,17,0
1,22,3
1,1,1
2,160,0
12,12,12
13,41,13
1,29,0
1,1,4
1,4,0
8,89,106
1,2,10
4,220,12
44,134,139
3,32,11
2,94,24
12,12,12
12,12,12
1,11,11
1,1,1
3,14,4
3,24,29
8,37,52
7,48,7
1,1,1
1,4,0
1,1,1
2,2,2
3,22,13
1,8,0
1,1,1
3,22,17
3,6,6
1,1,2
9,96,40
1,10,0
1,6,0
1,9,1
1,5,0
1,13,4
4,14,2
11,149,76
4,249,1
3,34,14
2,15,5
1,2,1
3,13,12
8,229,75
1,0,10
1,1,0
18,294,294
9,425,1321
9,463,305
1,1,0
47,1082,2294
2,33,25
1,5,2
2,8,3
4,56,18
1,33,10
1,11,3
1,3,4
1,1,1
1,3,1
1,0,7
14,231,62
5,49,47
2,25,6
1,15,0
2,10,6
1,5,1
14,36,185
14,185,36
1,1,1
1,1,1
4,46,41
1,4,2
6,104,7
1,3,10
3,268,0
25,179,140
1,11,3
1,2,0
1,4,4
1,1,2
1,39,2
4,12,6
1,14,15
1,0,4
2,9,4
2,3,6
3,25,22
1,1,1
3,18,17
4,77,84
31,651,944
35,906,600
1,15,0
1,1,1
1,3,0
1,8,7
2,2,2
1,2,0
34,128,75
3,69,3
7,45,52
3,22,2
1,10,5
6,72,13
9,75,43
2,16,0
1,12,0
1,4,5
1,6,2
2,57,6
5,46,7
1,0,254
7,56,27
1,18,0
5,14,10
2,2,9
2,18,1
5,6,8
1,2,2
8,6,342
1,1,1
1,1,1
